CPT Codes,Procedure Code Category,Operative Procedure,Procedure Description,Procedure Code Descriptions
61320,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy or craniotomy, drainage of intracranial abscess; supratentorial"
61321,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy or craniotomy, drainage of intracranial abscess; infratentorial"
61322,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy or craniotomy, decompressive, with or without duraplasty, for treatment of intracranial hypertension, without evacuation of associated intraparenchymal hematoma; without lobectomy"
61323,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy or craniotomy, decompressive, with or without duraplasty, for treatment of intracranial hypertension, without evacuation of associated intraparenchymal hematoma; with lobectomy"
61330,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Decompression of orbit only, transcranial approach"
61333,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Exploration of orbit (transcranial approach); with removal of lesion
61340,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Subtemporal cranial decompression (pseudotumor cerebri, slit ventricle syndrome)"
61343,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, suboccipital with cervical laminectomy for decompression of medulla and spinal cord, with or without dural graft (eg, Arnold-Chiari malformation)"
61345,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Other cranial decompression, posterior fossa"
61458,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, suboccipital; for exploration or decompression of cranial nerves"
61460,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",for section of 1 or more cranial nerves
61510,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, trephination, bone flap craniotomy; for excision of brain tumor, supratentorial, except meningioma"
61512,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, trephination, bone flap craniotomy; for excision of meningioma, supratentorial"
61514,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, trephination, bone flap craniotomy; for excision of brain abscess, supratentorial"
61516,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, trephination, bone flap craniotomy; for excision or fenestration of cyst, supratentorial"
61518,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy for excision of brain tumor, infratentorial or posterior fossa; except meningioma, cerebellopontine angle tumor, or midline tumor at base of skull"
61519,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy for excision of brain tumor, infratentorial or posterior fossa; meningioma"
61520,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy for excision of brain tumor, infratentorial or posterior fossa; cerebellopontine angle tumor"
61521,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy for excision of brain tumor, infratentorial or posterior fossa; midline tumor at base of skull"
61522,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, infratentorial or posterior fossa; for excision of brain abscess"
61524,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, infratentorial or posterior fossa; for excision or fenestration of cyst"
61526,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, bone flap craniotomy, transtemporal (mastoid) for excision of cerebellopontine angle tumor;"
61530,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy, bone flap craniotomy, transtemporal (mastoid) for excision of cerebellopontine angle tumor; combined with middle/posterior fossa craniotomy/craniectomy"
61531,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Subdural implantation of strip electrodes through 1 or more burr or trephine hole(s) for long-term seizure monitoring
61533,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for subdural implantation of an electrode array, for long-term seizure monitoring"
61534,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniotomy with elevation of bone flap; for excision of epileptogenic focus without electrocorticography during surgery
61535,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for removal of epidural or subdural electrode array, without excision of cerebral tissue (separate procedure)"
61536,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for excision of cerebral epileptogenic focus, with electrocorticography during surgery (includes removal of electrode array)"
61537,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for lobectomy, temporal lobe, without electrocorticography during surgery"
61538,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for lobectomy, temporal lobe, with electrocorticography during surgery"
61539,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for lobectomy, other than temporal lobe, partial or total, with electrocorticography during surgery"
61540,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for lobectomy, other than temporal lobe, partial or total, without electrocorticography during surgery"
61541,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniotomy with elevation of bone flap; for transection of corpus callosum
61543,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniotomy with elevation of bone flap; for partial or subtotal (functional) hemispherectomy
61544,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniotomy with elevation of bone flap; for excision or coagulation of choroid plexus
61545,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniotomy with elevation of bone flap; for excision of craniopharyngioma
61546,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy for hypophysectomy or excision of pituitary tumor, intracranial approach"
61548,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Hypophysectomy or excision of pituitary tumor, transnasal or transseptal approach, nonstereotactic"
61566,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniotomy with elevation of bone flap; for selective amygdalohippocampectomy
61567,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy with elevation of bone flap; for multiple subpial transections, with electrocorticography during surgery"
61570,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniectomy or craniotomy; with excision of foreign body from brain
61571,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Craniectomy or craniotomy; with treatment of penetrating wound of brain
61575,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Transoral approach to skull base, brain stem or upper spinal cord for biopsy, decompression or excision of lesion;"
61576,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Transoral approach to skull base, brain stem or upper spinal cord for biopsy, decompression or excision of lesion; requiring splitting of tongue and/or mandible (including tracheostomy)"
61580,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniofacial approach to anterior cranial fossa; extradural, including lateral rhinotomy, ethmoidectomy, sphenoidectomy, without maxillectomy or orbital exenteration"
61581,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniofacial approach to anterior cranial fossa; extradural, including lateral rhinotomy, orbital exenteration, ethmoidectomy, sphenoidectomy and/or maxillectomy"
61582,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniofacial approach to anterior cranial fossa; extradural, including unilateral or bifrontal craniotomy, elevation of frontal lobe(s), osteotomy of base of anterior cranial fossa"
61583,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniofacial approach to anterior cranial fossa; intradural, including unilateral or bifrontal craniotomy, elevation or resection of frontal lobe, osteotomy of base of anterior cranial fossa"
61584,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Orbitocranial approach to anterior cranial fossa, extradural, including supraorbital ridge osteotomy and elevation of frontal and/or temporal lobe(s); without orbital exenteration"
61585,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Orbitocranial approach to anterior cranial fossa, extradural, including supraorbital ridge osteotomy and elevation of frontal and/or temporal lobe(s); with orbital exenteration"
61586,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Bicoronal, transzygomatic and/or LeFort I osteotomy approach to anterior cranial fossa with or without internal fixation, without bone graft"
61590,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Infratemporal pre-auricular approach to middle cranial fossa (parapharyngeal space, infratemporal and midline skull base, nasopharynx), with or without disarticulation of the mandible, including parotidectomy, craniotomy, decompression and/or mobilization"
61591,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Infratemporal post-auricular approach to middle cranial fossa (internal auditory meatus, petrous apex, tentorium, cavernous sinus, parasellar area, infratemporal fossa) including mastoidectomy, resection of sigmoid sinus, with or without decompression and"
61592,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Orbitocranial zygomatic approach to middle cranial fossa (cavernous sinus and carotid artery, clivus, basilar artery or petrous apex) including osteotomy of zygoma, craniotomy, extra- or intradural elevation of temporal lobe"
61595,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Transtemporal approach to posterior cranial fossa, jugular foramen or midline skull base, including mastoidectomy, decompression of sigmoid sinus and/or facial nerve, with or without mobilization"
61598,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Transpetrosal approach to posterior cranial fossa, clivus or foramen magnum, including ligation of superior petrosal sinus and/or sigmoid sinus"
61600,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of base of anterior cranial fossa; extradural"
61601,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of base of anterior cranial fossa; intradural, including dural repair, with or without graft"
61605,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of infratemporal fossa, parapharyngeal space, petrous apex; extradural"
61606,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of infratemporal fossa, parapharyngeal space, petrous apex; intradural, including dural repair, with or without graft"
61607,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of parasellar area, cavernous sinus, clivus or midline skull base; extradural"
61608,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of parasellar area, cavernous sinus, clivus or midline skull base; intradural, including dural repair, with or without graft"
61615,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of base of posterior cranial fossa, jugular foramen, foramen magnum, or C1-C3 vertebral bodies; extradural"
61616,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Resection or excision of neoplastic, vascular or infectious lesion of base of posterior cranial fossa, jugular foramen, foramen magnum, or C1-C3 vertebral bodies; intradural, including dural repair, with or without graft"
61618,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Secondary repair of dura for cerebrospinal fluid leak, anterior, middle or posterior cranial fossa following surgery of the skull base; by free tissue graft (eg, pericranium, fascia, tensor fascia lata, adipose tissue, homologous or synthetic grafts)"
61619,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Secondary repair of dura for cerebrospinal fluid leak, anterior, middle or posterior cranial fossa following surgery of the skull base; by local or regionalized vascularized pedicle flap or myocutaneous flap (including galea, temporalis, frontalis or occi"
61680,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial arteriovenous malformation; supratentorial, simple"
61682,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial arteriovenous malformation; supratentorial, complex"
61684,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial arteriovenous malformation; infratentorial, simple"
61686,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial arteriovenous malformation; infratentorial, complex"
61690,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial arteriovenous malformation; dural, simple"
61692,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial arteriovenous malformation; dural, complex"
61697,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of complex intracranial aneurysm, intracranial approach; carotid circulation"
61698,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of complex intracranial aneurysm, intracranial approach; vertebrobasilar circulation"
61700,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of simple intracranial aneurysm, intracranial approach; carotid circulation"
61702,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of simple intracranial aneurysm, intracranial approach; vertebrobasilar circulation"
61703,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of intracranial aneurysm, cervical approach by application of occluding clamp to cervical carotid artery (Selverstone-Crutchfield type)"
61705,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of aneurysm, vascular malformation or carotid-cavernous fistula; by intracranial and cervical occlusion of carotid artery"
61708,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of aneurysm, vascular malformation or carotid-cavernous fistula; by intracranial electrothrombosis"
61710,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Surgery of aneurysm, vascular malformation or carotid-cavernous fistula; by intra-arterial embolization, injection procedure, or balloon catheter"
61711,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Anastomosis, arterial, extracranial-intracranial (eg, middle cerebral/cortical) arteries"
61720,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Creation of lesion by stereotactic method, including burr hole(s) and localizing and recording techniques, single or multiple stages; globus pallidus or thalamus"
61735,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Creation of lesion by stereotactic method, including burr hole(s) and localizing and recording techniques, single or multiple stages; subcortical structure(s) other than globus pallidus or thalamus"
61736,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Single-trajectory laser interstitial thermal therapy (LITT) of 1 simple intracranial lesion, including burr hole, with magnetic resonance imaging guidance"
61737,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Multiple-trajectory laser interstitial thermal therapy (LITT) of complex intracranial lesion, including burr hole"
61750,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Stereotactic biopsy, aspiration, or excision, including burr hole(s), for intracranial lesion"
61751,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Stereotactic biopsy, aspiration, or excision, including burr hole(s), for intracranial lesion; with computed tomography and/or magnetic resonance guidance"
61760,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Stereotactic implantation of depth electrodes into the cerebrum for long-term seizure monitoring
61770,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Stereotactic localization, including burr hole(s), with insertion of catheter(s) or probe(s) for placement of radiation source"
61850,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Twist drill or burr hole(s) for implantation of neurostimulator electrodes, cortical"
61860,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy or craniotomy for implantation of neurostimulator electrodes, cerebral, cortical"
61863,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Twist drill, burr hole, craniotomy, or craniectomy with stereotactic implantation of neurostimulator electrode array in subcortical site (eg, thalamus, globus pallidus, subthalamic nucleus, periventricular, periaqueductal gray), without use of intraoperative microelectrode recording; first array"
61867,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Twist drill, burr hole, craniotomy, or craniectomy with stereotactic implantation of neurostimulator electrode array in subcortical site (eg, thalamus, globus pallidus, subthalamic nucleus, periventricular, periaqueductal gray), with use of intraoperative microelectrode recording; first array"
61870,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniectomy for implantation of neurostimulator electrodes, cerebellar; cortical"
61880,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Revision or removal of intracranial neurostimulator electrodes
62000,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Elevation of depressed skull fracture; simple, extradural"
62005,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Elevation of depressed skull fracture; compound or comminuted, extradural"
62010,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures",Elevation of depressed skull fracture; with repair of dura and/or debridement of brain
62100,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy for repair of dural/cerebrospinal fluid leak, including surgery for rhinorrhea/otorrhea"
62120,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Repair of encephalocele, skull vault, including cranioplasty"
62121,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Craniotomy for repair of encephalocele, skull base"
62160,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Neuroendoscopy, intracranial, for placement or replacement of ventricular catheter and attachment to shunt system or external drainage (List separately in No changeition to code for primary procedure)"
62161,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Neuroendoscopy, intracranial; with dissection of adhesions, fenestration of septum pellucidum or intraventricular cysts (including placement, replacement, or removal of ventricular catheter)"
62163,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Neuroendoscopy, intracranial; with retrieval of foreign body"
62164,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Neuroendoscopy, intracranial; with excision of brain tumor, including placement of external ventricular catheter for drainage"
62165,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Neuroendoscopy, intracranial; with excision of pituitary tumor, transnasal or trans-sphenoidal approach"
62180,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt",Ventriculocisternostomy (Torkildsen type operation)
62190,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Creation of shunt; subarachnoid/subdural-atrial, -jugular, -auricular"
62192,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Creation of shunt; subarachnoid/subdural-peritoneal, -pleural, other terminus"
62194,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Replacement or irrigation, subarachnoid/subdural catheter"
62200,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Ventriculocisternostomy, third ventricle;"
62201,CRAN,Craniotomy,"Excision, repair or exploration of the brain or meninges; does not include taps or punctures","Ventriculocisternostomy, third ventricle; stereotactic, neuroendoscopic method"
62220,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Creation of shunt; ventriculo-atrial, -jugular, -auricular"
62223,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Creation of shunt; ventriculo-peritoneal, -pleural, other terminus"
62225,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Replacement or irrigation, ventricular catheter"
62230,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt","Replacement or revision of cerebrospinal fluid shunt, obstructed valve, or distal catheter in shunt system"
62256,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt",Removal of complete cerebrospinal fluid shunt system; without replacement
62258,VSHN,Ventricular shunt,"Ventricular shunt operations, including revision and removal of shunt",Removal of complete cerebrospinal fluid shunt system; with replacement by similar or other shunt at same operation
62287,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Decompression procedure, percutaneous, of nucleus pulposus of intervertebral disc, any method utilizing needle based technique to remove disc material under fluoroscopic imaging or other form of indirect visualization, with the use of an endoscope, with discography and/or epidural injection(s) at the treated level(s), when performed, single or multiple levels, lumbar"
62351,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Implantation, revision or repositioning of tunneled intrathecal or epidural catheter, for long-term medication administration via an external pump or implantable reservoir/infusion pump; with laminectomy"
62380,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Endoscopic decompression of spinal cord, nerve root(s), including laminectomy, partial facetectomy, foraminotomy, discectomy and/or excision of herniated intervertebral disc, 1 interpace, lumbar"
63001,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; cervical"
63003,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; thoracic"
63005,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; lumbar, except for spondylolisthesis"
63011,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; sacral"
63012,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with removal of abnormal facets and/or pars inter-articularis with decompression of cauda equina and nerve roots for spondylolisthesis, lumbar (Gill type procedure)"
63015,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; cervical"
63016,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; thoracic"
63017,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; lumbar"
63020,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, cervical"
63030,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar"
63035,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; each No changeitional interspace, cervical or lumbar (List separately in No changeition to code for primary procedure)"
63040,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; cervical"
63042,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar"
63045,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical"
63046,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; thoracic"
63047,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar"
63048,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each No changeitional segment, cervical, thoracic, or lumbar (List separately in No changeition to code for primary procedure)"
63050,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminoplasty, cervical, with decompression of the spinal cord, 2 or more vertebral segments;"
63051,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminoplasty, cervical, with decompression of the spinal cord, 2 or more vertebral segments; with reconstruction of the posterior bony elements (including the application of bridging bone graft and non-segmental fixation devices [eg, wire, suture, mini-plates], when performed)"
63055,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Transpedicular approach with decompression of spinal cord, equina and/or nerve root(s) (eg, herniated intervertebral disc), single segment; thoracic"
63056,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"lumbar (including transfacet, or lateral extraforaminal approach) (eg, far lateral herniated intervertebral disc"
63064,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Costovertebral approach with decompression of spinal cord or nerve root(s), (eg, herniated intervertebral disc), thoracic; single segment"
63075,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Discectomy, anterior, with decompression of spinal cord and/or nerve root(s), including osteophytectomy; cervical, single interspace"
63077,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Discectomy, anterior, with decompression of spinal cord and/or nerve root(s), including osteophytectomy; thoracic, single interspace"
